node_name,change_efficiency,degree,sum_edge_weights,eigen_centrality,betweenness,bonacich,sex_binary,perc_related
ID0085,-1.11130911930712e-4,23,3.55439236414102,0.370885319159456,19,0.00928749579375121,0,0
ID0028,-6.81036353766817e-5,32,3.06528002414699,0.094502024496958,13,0.00820714104493105,0,0.1875
ID0035,0.00110902600733059,9,0.776927836316476,0.0230479113798323,2,0.0227315549606685,0,0.1111111111111111
ID0044,-6.25293090348977e-4,39,4.88165990057051,0.126622742910783,14,0.00532750780162234,0,0.28205128205128205
ID0071,-8.1126959107114e-4,42,3.85440466881855,0.33235319930849,47,0.011406637648864,1,0
ID0086,-7.63781508257289e-5,32,3.72627429349304,0.111383617354035,3,0.00164036883666933,1,0.15625
ID0115,-2.8514470240365e-4,39,2.88939188320825,0.191271714489705,46,0.0143049806296946,1,0.4358974358974359
ID0108,9.26735632464815e-4,15,1.22164852227049,0.0423134821981328,0,0.00676949994084433,1,0.3333333333333333
ID0120,-5.4074906678514e-4,36,4.04925871747341,0.202142774321703,6,0.0167234179445825,0,0.19444444444444445
ID0017,0.0010761115290151,11,0.689902893070059,0.021394787934892,5,-0.00416439779529493,1,0.09090909090909091
ID0039,2.54107878794874e-5,22,2.28918892466682,0.0627089067221746,24,0.0126098986218218,0,0.18181818181818182
ID0088,-3.10148363791563e-4,22,1.90669072066075,0.0492178704507628,40,0.014869182030321,0,0.18181818181818182
ID0022,-0.0011925398135561,45,7.63763384417242,0.979548972443311,54,0.0170318028452269,0,0.26666666666666666
ID0076,0.00161217195057023,5,0.761456438086873,0.00858611565312268,14,0.0242672560389635,0,0.4
ID0040,-4.99691161705507e-4,40,2.96041070058325,0.244022458220423,26,0.0110484461558235,1,0.175
ID0074,0.00141123472219595,7,0.862467966815793,0.0135562562704448,1,0.0128379344348958,1,0.2857142857142857
ID0118,0.00111737000967832,12,0.749974093985276,0.0228253089023205,0,0.00904300778214841,1,0.3333333333333333
ID0081,0.00127324053198724,6,0.676934310636151,0.0159740598578476,0,0.0107979960657773,0,0
ID0030,0.00109688219540088,6,0.8622668997669,0.00773805213763153,95,0.0170755384479684,0,0.3333333333333333
ID0034,0.00148297662092139,6,0.529544264326873,0.00538550520264357,1,0.0201940721609526,1,0
ID0037,0.00175154159648627,5,0.566717276282494,0.00608736488881116,7,0.0148196128181713,1,0.2
ID0049,0.00219549640680877,2,0.281818181818182,0.00373075279686857,0,0.00851809089754247,1,0.5
ID0093,0.00269912121391469,2,0.747826086956522,0.00114219836777529,0,0.0198896929646142,0,0
ID0001,0.00292205994367384,1,0.166666666666667,0.00271313510989746,0,0.0118859722115602,1,0
ID0026,0.00223755608368204,1,0.0714285714285714,0.00459809569118943,0,0.00459007161009494,1,0
