node_name,change_efficiency,degree,sum_edge_weights,eigen_centrality,betweenness,bonacich,sex_binary,perc_related
ID0032,-9.24323095669699e-4,11,1.64385638870933,0.0434793213715718,131,0.013385160851319,0,0
ID0091,-2.85565866602888e-4,12,1.47536542462239,0.0360204267470437,108,0.0158436140557522,0,0.16666666666666666
ID0001,0.00184137391285805,3,0.824300699300699,0.00328324381296347,0,0.0410067523440723,1,0
ID0013,2.16620045370985e-4,11,0.948989346016159,0.0301576554298447,13,0.0204435733683897,1,0.36363636363636365
ID0002,6.8653333719515e-4,7,0.484525749041878,0.0180948263708669,39,0.0230375391020098,1,0.2857142857142857
ID0054,-0.00210473539407013,46,4.83697055195133,0.603059109385701,262,0.0140466254080462,1,0.34782608695652173
ID0074,-9.75366359701191e-6,15,0.967437762752164,0.0828804795507354,36,0.0260694188824938,1,0.4666666666666667
ID0004,-2.63347463786645e-4,23,2.94349684185869,0.206927299678906,87,0.0269345243588652,0,0.2608695652173913
ID0014,-3.74740802259521e-4,15,2.28473806427424,0.135620393427332,60,0.0287146334734096,0,0.2
ID0016,-0.00150813056342169,43,4.57646177223496,0.548663199447008,19,0.0129095178883017,0,0.13953488372093023
ID0021,-1.90586305226226e-4,17,2.01591993645916,0.140471787152025,27,0.0261902030890637,1,0.29411764705882354
ID0031,2.92255852472501e-4,12,1.17673138603012,0.114152674004276,2,-0.012522592871778,0,0.3333333333333333
ID0042,-0.0091738840868969,53,6.06445065761812,0.781642478768602,340,0.0320297049388066,1,0.20754716981132076
ID0067,3.79950963366071e-4,11,1.43215389596195,0.0788573448110862,33,-0.00590882288074123,0,0.18181818181818182
ID0075,-9.18148175852507e-4,32,3.7481388568935,0.312555594606316,83,0.00686395894127846,0,0.21875
ID0094,-3.1390738381426e-4,22,3.07874767384486,0.219656999157656,25,0.0189371730791036,0,0.09090909090909091
ID0095,8.36568092309531e-4,7,0.764636512912374,0.0256103752428728,17,0.0158437958806293,0,0
ID0103,-0.00197776440866443,48,5.89428203781577,0.750135917030933,59,0.0156724175399231,1,0.3125
ID0120,-0.0012563729939955,41,4.45622013650183,0.50042340700054,213,0.0102473063856157,0,0.2926829268292683
ID0069,-0.00139499333752008,30,3.71089641556798,0.550322459339196,126,0.0138308512251061,1,0.3333333333333333
ID0010,-0.00123561754167689,36,4.86680235843992,0.643263637495998,62,0.00700778439012171,1,0.2777777777777778
ID0011,-7.90163965532831e-4,32,4.13497831446552,0.621507844499676,9,0.0192183710821922,0,0.46875
ID0015,-0.00122728515191878,35,4.75056831000834,0.755674134710589,53,0.00368462136484286,0,0.42857142857142855
ID0006,-0.00173707641383886,44,5.76704585491991,0.850514747162509,39,-0.0117164915075412,1,0.2727272727272727
ID0034,-3.95624148644358e-4,18,1.52150896894093,0.0999917630612671,21,0.0117729293251972,1,0.16666666666666666
ID0035,-0.00160846121427599,34,3.77621948434169,0.560305575697271,173,0.0157460227106035,0,0.23529411764705882
ID0050,-5.72709657904957e-4,29,3.5523912190775,0.542735929136849,18,0.0281214371633441,1,0.3793103448275862
ID0052,-7.95730169882047e-4,26,2.1999229784636,0.163427428365378,24,-0.013924708596958,0,0.23076923076923078
ID0055,-7.0472819075551e-4,30,2.31105555354609,0.306788256073135,24,-0.0150655198359976,1,0.5
ID0057,-6.50325898817083e-4,28,4.77899351366846,0.813351176443415,12,-0.00277889560386966,0,0.42857142857142855
ID0080,-2.5124499389545e-4,24,2.24928575143248,0.33925745243701,36,-0.0023690240415175,1,0.20833333333333334
ID0084,-0.00171999513040555,42,5.70073795401508,0.856930607778853,58,-2.41064432728089e-4,0,0.3333333333333333
ID0092,-0.00104710826575788,38,3.72150274396388,0.448554757639775,20,0.00433687265712415,1,0.3684210526315789
ID0096,-8.82935757793302e-4,31,3.18494266875381,0.426905216346536,45,-0.00548497582075696,1,0.3548387096774194
ID0108,-3.53508780896128e-4,23,2.04108823938235,0.185193526524181,17,0.0152862721988748,1,0.43478260869565216
ID0114,-4.21436985563683e-4,22,3.81201916918847,0.626377346213693,2,0.00975447127277742,0,0.4090909090909091
ID0125,-0.00105868421025868,34,5.03140373848128,0.822184599560139,67,0.0144127394708857,1,0.38235294117647056
ID0126,-0.0025406837247347,48,6.06883552584762,0.787177022955865,476,-0.00595627471606092,1,0.22916666666666666
ID0127,-9.47767109785169e-4,36,3.87501490166661,0.564522936239921,34,0.01453615303928,0,0.16666666666666666
ID0009,-6.83739881695067e-4,18,2.44448191226694,0.0639652086293286,24,0.00947146406699186,0,0.1111111111111111
ID0020,-4.27107485938549e-4,17,2.303950257726,0.0675346677683766,15,0.0202585904895701,0,0.23529411764705882
ID0039,8.43526580198761e-4,8,1.08782249742002,0.0123438610634837,15,0.0108524045469127,0,0.5
ID0066,-5.58649517250931e-4,19,1.66132310397671,0.0975321694328578,127,0.00630859790659051,0,0.47368421052631576
ID0072,-4.59785769221954e-4,19,2.10210365295846,0.0422575971549619,74,0.0155570346091549,1,0.3157894736842105
ID0078,-9.9451507557613e-4,21,2.37110615473138,0.0802376539636821,114,0.0231241760014878,1,0.38095238095238093
ID0088,2.32875746884631e-4,11,0.954185606101073,0.0290651904897605,29,-0.00383077360745663,0,0.36363636363636365
ID0099,-0.00121989076061574,15,2.63639840551605,0.0474430144310976,84,9.74225773351921e-4,0,0.4
ID0121,-0.00118626701200064,20,2.38487096667719,0.080296679807981,186,0.0149331837610189,1,0.35
ID0022,3.20935257474009e-5,15,1.4557772535367,0.123687871034778,32,0.014835723709621,0,0.4666666666666667
ID0029,-0.00106523530650104,36,4.91008981436869,0.785884930227203,5,0.0245257814457539,1,0.3333333333333333
ID0033,-0.00112720930607368,38,5.57026259137562,0.876734148822239,15,-0.0011016245746182,1,0.39473684210526316
ID0109,-0.00252171020778619,44,5.66665768691378,0.832645599867247,243,0.0162223563382183,1,0.2727272727272727
ID0129,-4.48900457594104e-4,20,1.95007186843532,0.161677425326541,47,0.021666968849021,1,0.35
ID0083,-8.47167695107121e-4,31,3.79544783774446,0.319198600392893,27,0.0158954196174266,0,0.25806451612903225
ID0112,-6.15777600988632e-4,30,3.45037012104217,0.522975023383675,4,0.037063183701459,0,0.23333333333333334
ID0119,-0.00127357280073287,41,3.91305261766044,0.541832696944356,263,0.0137551943557018,1,0.36585365853658536
ID0012,6.61973053020515e-4,8,1.00976783196463,0.00982263484881658,45,0.0164110052310634,0,0.375
ID0076,7.06560838881265e-4,9,0.87195652173913,0.0176071675603605,20,0.0141026924218912,0,0.3333333333333333
ID0023,0.00181425530832457,4,0.378366865781053,0.00322408728418665,0,0.00594292433371979,1,0.5
ID0025,4.1449458432502e-4,10,0.776970847664934,0.0237612328151173,10,0.00924233493780833,1,0.2
ID0037,0.00166187770406628,5,0.47663906142167,0.00226333875831113,4,0.0214494116707789,1,0.4
ID0024,9.88513173474648e-4,8,0.69850722478551,0.0187569249402073,0,-0.00312133383948099,0,0.125
ID0064,5.94346564395665e-4,9,0.987926962161903,0.0458050118592322,6,-0.0106828232319871,0,0.3333333333333333
ID0107,-9.39086656324195e-4,31,2.69469367401127,0.305241470377484,11,0.0257376275285465,0,0.3225806451612903
ID0131,-6.56607703018675e-4,15,2.33386455649614,0.0394437170098499,118,0.0111066828407622,0,0.06666666666666667
ID0044,-7.63374995860377e-4,29,5.14380090155098,0.853562116548133,5,0.00392757717560986,0,0.4827586206896552
ID0098,-0.00103347056775699,33,5.59662873718526,0.932989992742258,14,-0.00143946605447187,0,0.21212121212121213
ID0101,1.64013916050365e-4,15,0.980424715980412,0.166158475443413,0,0.00537157205954455,1,0.4666666666666667
ID0102,-0.00118726038429789,35,6.12283775648462,1,6,0.0248535781420998,0,0.3142857142857143
ID0116,6.69645835002231e-4,5,0.778767942583732,0.0302532343591412,0,0.00793690194570352,0,0
ID0017,6.83670207157761e-4,5,0.75437062937063,0.0292905335503514,0,0.00793690194570351,1,0
ID0019,1.49285529105203e-4,14,1.56056829529315,0.0637256615780246,15,-0.00746856404695697,1,0.42857142857142855
ID0073,7.58135629597145e-5,11,2.47456966837772,0.0274409063232586,14,0.0158869319892461,0,0.5454545454545454
ID0036,-2.005185229908e-4,15,1.51516912485818,0.0567885037326493,70,-0.0083199963832726,1,0.3333333333333333
ID0061,0.00107112166361906,5,0.804185520361991,0.00969951112576341,1,-0.03222927024383,0,0
ID0111,0.00155070614619351,3,1.11212121212121,0.00543724778484351,0,0.0410067523440723,1,0.3333333333333333
ID0059,9.56596875528182e-4,7,1.43342786246012,0.0326783223243584,0,0.0169060470480792,1,0.8571428571428571
ID0089,5.68811369417443e-4,8,2.01768145854833,0.0306317197753034,0,0.0142267555315838,0,0.375
ID0100,9.11880688351518e-4,8,1.87958170861397,0.0340008409402685,0,0.0142267555315838,1,0.5
ID0049,0.00149788071579071,4,0.387449392712551,0.00462903007260732,1,0.0191803993711328,1,0
ID0058,5.16981364198199e-4,10,1.27717723453018,0.0333455202802791,49,6.7577521737637e-4,0,0.4
ID0045,0.00172524409596431,4,1.19775910364146,0.00889712381718337,0,0.00438434193603303,1,0.5
ID0115,9.14109350645398e-4,6,0.511685773373904,0.0556827643176911,0,0.0340650794024099,1,0.5
ID0060,7.9995142781264e-4,6,0.72124060150376,0.0256777321055155,0,0.00183241439049169,0,0.3333333333333333
ID0118,5.49619036291193e-4,8,0.502677546373148,0.0843425928219615,0,0.0051087453499277,1,0.125
ID0117,9.42221358317119e-4,8,1.71563599798894,0.0318657103278756,56,0.0142267555315838,0,0
ID0122,1.23278994801024e-4,12,1.43453105128732,0.0736753288361784,81,-0.00780882319839324,0,0
ID0065,-0.00127653530083915,29,1.68797332815548,0.241311763230586,76,-0.0164011828898352,1,0.10344827586206896
ID0079,0.00132082640590547,5,0.72810698073856,0.00726648371721077,0,0.00428171443438838,1,0.4
ID0123,0.00164892088774038,2,0.235294117647058,0.00437992894146145,0,0.0185715098244592,1,0.5
ID0086,9.11287814300721e-4,9,1.13893332168289,0.152739475279854,4,0.0331411117999443,1,0.3333333333333333
ID0124,0.00173760744815177,2,0.201680672268908,0.00414037653173215,0,-0.0200432369472534,1,0
ID0005,0.00143514423815982,2,0.16695652173913,0.0136139442321211,0,0.0230596347604683,1,0
ID0048,0.00127450236204973,1,0.0526315789473684,0.00954053244387751,0,0.0222867799697829,1,0
