node_name,change_efficiency,degree,sum_edge_weights,eigen_centrality,betweenness,bonacich,mothers,children
M17.90,3.60175591773704e-6,83,6.255933657,0.44141739245877,117,0.00863964057768918,0,1
M17.86,-1.67495618947022e-4,94,7.180928934,0.540955207827292,21,0.00718439808936422,0,1
M18,4.09928288131245e-4,67,5.582954746,0.395970600247228,3,0.00765417862879776,1,0
M18.99a,1.36913134989203e-4,32,7.208083799,0.509497705837676,107,0.00700154512494156,0,1
M18.95,7.56213490943236e-4,39,4.810785306,0.339842012961416,3,0.00642374198037299,0,1
M19.99,-3.23529338164708e-4,111,8.285160417,0.635597563058334,83,0.00759409215423314,0,0
M19.95,-2.64836656313272e-4,111,7.791175647,0.597855872935438,12,0.00759409215423314,0,0
M20.95,-1.53219387759695e-4,96,7.486252384,0.563716800349367,20,0.0108083864840842,0,0
R33,-1.32797316516942e-4,92,6.921381913,0.529952213120314,13,0.0070321557044975,0,0
R38.01,1.89000638176284e-4,87,6.872600946,0.613664898012968,9,0.00649457862394841,0,0
M1.8800,5.8942620509983e-5,89,5.966445666,0.347275233092169,12,0.00849773172709311,0,0
M2,-5.03921023764176e-4,85,6.928258557,0.517468469118299,40,0.00676450653863961,1,0
M2.96,-2.06091445641654e-4,103,7.467371737,0.540317413385091,0,0.00931480929393369,0,1
M4,-2.32442663877341e-4,103,7.787868216,0.558154506061908,29,0.0093148092939336,0,0
M5,-2.08578170306173e-4,103,7.655391487,0.551906845717125,0,0.00931480929393366,0,0
M6,-7.24747917156432e-4,104,5.167220612,0.32036280006323,92,0.00870212714009429,1,0
M6.99,4.99742563993433e-4,50,3.791755588,0.224870579101289,0,0.00642418948631899,0,1
M8.98,1.1006805616387e-4,95,5.993189563,0.363539468753614,0,0.00857689236230928,0,0
M8.91,-4.80794078930868e-5,91,5.417852513,0.325822357852036,39,0.00718058161908982,0,0
M8.9102,1.02319964844222e-4,64,5.535588673,0.313741949192396,13,0.00717470989209293,0,0
M8.88,1.38654603337618e-4,94,5.853585248,0.35666385076382,1,0.00749752226541327,0,0
M8.8800,9.33263521476491e-5,95,6.278394617,0.386043376616755,2,0.00812552086472726,0,0
M9,8.78333410327947e-5,92,5.650610499,0.380519188724143,16,0.00771043145374993,1,0
M9.96,1.91045633658127e-4,89,5.229041581,0.35153142592317,0,0.00782376646316517,0,1
M10,-2.04869684450326e-4,104,7.567760708,0.547309428844922,1,0.00922701445826511,0,0
M11.91,-3.14835241994604e-4,105,7.518536863,0.652690512993974,32.5,0.00779487463181503,0,0
M12,-3.38724863214623e-4,113,7.592259574,0.657142488020306,0,0.00901393318006326,0,0
M13.02,-5.03476904738398e-4,84,8.993925861,0.7723948752989,51,0.0107511718804321,0,0
M14,-3.50234444591035e-4,112,7.397609584,0.640540095417052,14.5,0.00764815146144964,1,0
M14.93,-3.24827529232907e-4,113,7.718141736,0.668834017215812,2,0.00901393318006328,0,1
M23.91,-1.64739277681458e-4,99,7.378643515,0.688904589589015,0,0.00754164679365601,0,0
M24.04,-5.34731466799165e-5,59,6.409577036,0.647072698359269,12,0.00481786771667599,0,0
M24.90,-2.04833875732224e-4,108,7.563517455,0.714550595094095,0,0.00819363761799381,0,0
M25,-2.55807173482836e-4,105,8.622471549,0.8134603466506,6,0.00803242059291598,1,0
M25.00,-2.6853337787025e-4,107,8.51741992,0.806359537883475,2,0.00810314246241631,0,1
M26,-2.02023710619503e-4,98,8.137945688,0.742554919946183,1,0.00830602745570431,0,0
M27.91,-9.72472433919958e-5,94,6.876262667,0.654593983365984,3,0.00328302850105434,0,0
M28.97,-1.97274075686371e-4,106,7.16454004,0.681541744757402,0,0.0118490229129639,0,0
M28.94,-2.88051664896871e-4,106,7.671035226,0.725674527890434,55,0.0118490229129639,0,0
M30,-1.67795470714216e-4,108,7.857797388,0.721716163135694,9,0.00926684611294965,1,0
M30.97,-9.86740024594424e-5,107,6.692469044,0.632185476429404,0,0.00802102357887672,0,1
M31,-2.67899853104492e-4,110,7.965787718,0.717623050351199,35,0.00824410073164037,0,0
M33,-1.81728422905647e-4,104,5.46523007,0.310777170650148,18,0.011545937782721,1,0
M33.95,-1.05928444982251e-5,87,4.397412726,0.238497247965474,0,0.00716236832135251,0,1
M34.92,-6.34397293123312e-5,102,4.861688889,0.285636116319088,5,0.01225485526542,0,0
M35,-1.44048970099009e-4,105,5.896262494,0.343125479340642,2,0.00902908132527913,1,0
M35.91,-3.43139100116296e-5,98,5.143039782,0.301779737094284,2,0.00533941950478601,0,1
M41,7.02617039258446e-4,73,3.055530213,0.219669250655966,0,0.00803506624738893,0,0
M45.97,-2.21375032031568e-4,79,8.828772028,0.930616707165135,2,0.00801584885873217,0,0
M45.93,-2.87824725557773e-4,108,9.885320262,1,14.5,0.0093623918582994,0,0
M46,-2.75588627600465e-4,106,9.428873426,0.968574651684912,2,0.00837075246533551,0,0
M47,-2.8682538067959e-4,108,9.342125495,0.96247150565906,32,0.00892604289528114,0,0
M48,-1.66132504347938e-4,111,6.394437897,0.518177960856827,0,0.00927505668190111,1,0
M48.97,-1.67330008287836e-4,111,6.455192492,0.523913194726649,0,0.00927505668190104,0,1
M48.93,-1.66020452367022e-4,111,6.384055148,0.517845863585453,0,0.00927505668190104,0,1
M52.92,-1.27363352753207e-6,102,5.417800883,0.376280846832613,7,0.00838871877560343,0,0
M53.95B,1.1919992251741e-4,96,5.74830802,0.39091231526673,0,0.0105273492237327,0,0
M54.00,4.58856691765708e-4,71,4.215829236,0.287753359270223,0,0.00712584878656295,0,0
M56,-1.83822796175903e-5,96,8.446885065,0.715268585652638,12,0.00709174301963952,1,0
M56.91,-1.86979274630072e-6,96,8.269020773,0.704536951994982,2,0.00709174301963951,0,1
M56.9101,4.04130171488548e-5,72,7.713893859,0.645960925177648,21,0.0118437806143445,0,1
M56.87,-3.40792822928204e-6,96,8.29831102,0.696517854338696,10,0.00709174301963952,0,1
M57.95,-4.74651996441589e-5,91,8.275974785,0.701527502363595,55,0.00932342385110743,0,0
M58.91,7.11775559715244e-4,67,3.184573435,0.177471617718925,0,0.0067295768020499,0,0
M61,5.6714527881252e-4,72,3.618458442,0.211047018759392,8,0.0074778037246037,0,0
M62.95,8.09100366334858e-4,60,3.59679208,0.244528480206307,0,0.0082971830968827,0,0
M62.91,7.96956857051612e-4,62,3.628680396,0.24861957065339,2,0.00563816622792964,0,0
M63,-5.30120808157286e-4,109,8.207452184,0.715498728237339,95,0.00832743362033615,1,0
M63.01,-2.62055213980372e-4,77,7.468962823,0.693739677424153,9,0.00814115174460125,0,1
M63.94,-2.51472186939106e-4,107,7.141235044,0.628736505280042,9,0.00943483245255573,0,1
M64.99,-5.79767455598512e-5,57,4.073210094,0.380369607760351,0,0.0079367998098157,0,0
M64.95,-4.36305144673188e-4,110,7.915200985,0.690962073783723,12,0.00873186082018419,0,0
M65.93,3.57418047896019e-5,91,4.959788282,0.303315342868836,0,0.00680777306594906,0,0
M67.90,4.32028067675061e-4,78,3.213383439,0.159934953478326,0,0.00827470286353607,0,0
M68,-2.44530468519355e-4,89,3.776002571,0.185310687408981,46,0.00912559581563437,1,0
M68.00,2.89016315655033e-4,67,4.465205007,0.226967039949043,0,0.00645287710122349,0,1
M69,-2.37624978859374e-4,102,5.1253949070000004,0.436593884581702,29,0.00469776571837477,1,0
M69.93,2.60759237259656e-4,69,4.825087908,0.38468612438504,0,0.00680574605468502,0,1
M71.00,4.40431381062423e-5,93,5.77342475,0.515338381503518,4,0.00590839478260602,0,0
M72,-1.62566635302897e-4,106,6.911652706,0.597482019591864,15,0.00897774524826993,0,0
M73.90,1.4946678240213e-4,83,6.597385936,0.629870660905355,1,0.0111056578088804,0,0
M77,-6.38105683229639e-4,114,5.773903908,0.448090633774154,51,0.00847263941785161,0,0
M78,-3.69771331716007e-4,92,7.214681172,0.504660058636161,117,0.0125893180441656,0,0
S91.97,-1.45593068497929e-4,102,6.263280928,0.567115354162189,2,0.00891859185389619,0,0
S91.93,-3.09625715575801e-4,111,8.160981624,0.711410178254915,16,0.00760880851235683,0,0
S92,-2.84296385343885e-4,112,7.990922041,0.701154878291206,1,0.00802639976032902,1,0
S92.94,-2.3510025200757e-4,110,7.440235119,0.650154748699736,1,0.00802124374893709,0,1
