node_name,change_efficiency,degree,sum_edge_weights,eigen_centrality,betweenness,bonacich,sex_binary,perc_related
ID0002,-0.0057546862048149,13,1.17175021639018,0.040740190348383,91,0.0184044691471479,1,0.38461538461538464
ID0049,0.00146449901113627,4,0.348543823326432,0.00519560384143683,3,0.0103886043918237,1,0.75
ID0054,-0.00127807175293382,45,6.47396753977188,0.321736901488092,22,0.0430521965424784,1,0.2
ID0077,-9.35324914510538e-4,41,5.73920111870273,0.255721405549272,41,-0.0316520061671337,1,0.36585365853658536
ID0129,-0.00122936515176719,43,6.78160149081205,0.333651168805944,99,-0.00758969508767668,1,0.4186046511627907
ID0004,-8.93105350070478e-4,38,6.09016315568265,0.799697721855804,27,-0.0189106892469596,0,0.15789473684210525
ID0003,-0.0148867059968034,39,6.6749941339336,0.835742948192529,207,0.0190126858536778,0,0
ID0018,-6.5201458647457e-4,37,3.95788856527179,0.384449651108325,153,0.0346060032720346,1,0
ID0022,-5.06359975615156e-4,29,5.58522768463039,0.772308077138897,20,0.00685015731199654,0,0.20689655172413793
ID0029,-8.53833956738159e-4,36,4.3668947430927,0.216578655694934,244,0.0261859156831107,1,0.2222222222222222
ID0031,-0.00103555446389259,40,6.69721794094511,0.857934001135331,272,0.00213370766656409,0,0.275
ID0039,-7.10707861523274e-4,36,3.46916205652323,0.170212964776009,29,-0.053742445670522,0,0.16666666666666666
ID0043,-4.58295277678211e-4,29,5.65269240935266,0.775287332118446,55,0.00685015731199655,0,0.1724137931034483
ID0048,0.00192920360790227,2,0.311111111111111,0.0186243180013187,0,0.0545671262644564,1,0.5
ID0051,1.62609309556305e-4,22,4.32748329242138,0.624491206919064,1,0.0426580496111998,0,0
ID0066,-0.00178662435720389,37,3.59450725133926,0.164007499665082,144,0.0295696961784368,0,0.32432432432432434
ID0072,-1.80091550537498e-4,25,3.34279285991226,0.44032579258034,72,0.0248707653618078,1,0.28
ID0075,-9.96571983741312e-4,33,6.82198451095515,0.960018200503692,33,0.0305438774316417,0,0.06060606060606061
ID0087,-3.61559625561725e-4,27,6.33917218988292,0.953381529093281,13,0.00347809302971369,0,0
ID0110,5.15731369047645e-4,17,1.56439200040568,0.205525256557439,4,-0.0226202300762043,1,0
