num_nodes,num_edges,change_eff_targeted,change_eff_cent,median_aucs_targ,median_aucs_cent,sd_aucs_targ,sd_aucs_cent,cor_betweenness,cor_eigen,cor_sew,cor_degree,avg_trans,mod,dens
91,301,-0.09001411530919284,-0.08469277924900404,0.33694223379415555,0.32152754093886715,0.0017716266145109357,0.0011797684376992996,-0.6671074894136899,-0.01288172650831418,-0.13544558255515227,-0.2003176265941403,0.578246417579475,0.5816271343583406,0.07350427350427349
91,323,-0.05621712306452861,-0.05139374530993154,0.8846564655400262,0.9116812409842316,0.003542188709863062,0.0037031236922765343,-0.6415511016514555,-0.26236032075970467,-0.3888586045631565,-0.45848264568856295,0.5613346878713685,0.5219929262237728,0.07887667887667887
89,338,-0.08829618847990953,-0.06402762811534132,0.7873972086335275,0.9100982959948164,0.007089096887900551,0.010026391272841712,-0.6667092876807876,-0.16934235540994455,-0.3626683920080036,-0.504461636386704,0.5259648551092403,0.4966081369699942,0.08631256384065372
89,389,-0.035007039818991365,-0.054060103065122156,0.8982501768936864,0.8808257852707874,0.0027483883211969883,0.0028260279464554718,-0.6207604074466072,-0.4636005273847912,-0.5886469565753488,-0.6395472906014019,0.5837500182253619,0.41301603875205684,0.09933605720122575
87,378,-0.07493750487449197,-0.10377949372286538,0.8098829905413196,0.7537467205377701,0.002741755771294143,0.002471300276096988,-0.8342489119256602,-0.11667078077003072,-0.22541088730543846,-0.296044520968076,0.5116478773122396,0.4619061616416113,0.10104250200481156
94,249,-0.06425045660447047,-0.07038471573559624,0.6748678723231849,0.6432633372724472,0.0029200983220076964,0.002753301839806071,-0.7350263332207669,-0.18551575794157696,-0.4176901955147568,-0.45613131904410564,0.5981329887087965,0.5135884905082176,0.056966369251887444
48,425,-0.09220277918800418,-0.09300029638487117,0.9067218587985664,0.9069719215946954,0.0021593202533207946,0.0021489791982468327,-0.7874806391531611,-0.6944876241615224,-0.6999721374326483,-0.6791112556610867,0.6243596883822328,0.06191280276816609,0.37677304964539005
60,442,-0.10001342727595242,-0.1043530554040144,0.8802002649143534,0.8805791601934667,0.002146116703990391,0.002154304832991674,-0.8317430837152944,-0.35547274723694483,-0.4640866397805972,-0.4506351286693713,0.5343496535135487,0.09690372842488892,0.24971751412429377
49,305,-0.14055122652552676,-0.16957536816961147,0.7963819970910881,0.7955764522042779,0.002075230394082996,0.0019295931122694455,-0.8508768202460344,-0.316640632734071,-0.4161920506444726,-0.5080653628555476,0.591828207379274,0.10800859983875305,0.2593537414965986
21,134,-0.2246539561535909,-0.1368587603943165,0.8200244951491891,0.9126814302599378,0.002469356388328629,0.0019764329881657686,-0.7817487531173692,-0.8529530099765067,-0.9290389634874184,-0.8900569022326129,0.782093855413183,0.01027511695255068,0.6380952380952382
52,278,-0.17736189376025524,-0.17736189376025524,0.786949815139082,0.7867370237111662,0.00213238576926952,0.0022496516846341737,-0.7677534402407318,-0.6182959017958649,-0.6170812262454173,-0.643525539859728,0.5629357285152142,0.11274002380829151,0.20965309200603316
27,159,-0.18294043561982387,-0.20756202561354595,0.8823628055018213,0.8226658411429697,0.00424994974677261,0.003969872233750749,-0.8421099767251793,-0.6989392254472001,-0.7114812832981708,-0.7509451448861679,0.7194180192013009,0.055634666350223495,0.45299145299145305
48,77,-0.2180674896825403,-0.2180674896825403,0.393113981742221,0.39286750126401965,0.0011810756806764399,0.0012564647006458496,-0.8421955565989722,-0.5663787846194365,-0.9347191389365691,-0.7919597726303176,0.394281045751634,0.4344746162927981,0.06826241134751773
60,113,-0.17608218469699052,-0.1762377838261184,0.654758606184078,0.7173105341845467,0.002583202328298028,0.00441443931250283,-0.8772335932805483,-0.4484003378812438,-0.8285783499207748,-0.8078339206936606,0.29774223066905997,0.3817840081447255,0.06384180790960452
49,66,-0.1947029784079913,-0.20142109827081833,0.2269252173057738,0.12984841403181746,7.451695219543836e-4,3.86867904864646e-4,-0.8530461875393479,-0.8246716005201342,-0.9204623649005584,-0.7830524087173433,0.2791666666666667,0.4117309458218548,0.05612244897959184
21,27,-0.3395982714752702,-0.3395982714752702,0.1834241726352676,0.18339768772721168,7.230384217652484e-4,8.085544811692943e-4,-0.8709170604085177,-0.16350753764609646,-0.7065865916658399,-0.7530728232874712,0.1619047619047619,0.42661179698216734,0.1285714285714286
52,57,-0.16610849438925182,-0.15623421935261672,0.09611224701454943,0.2549789799881569,3.2957434039615144e-4,0.002100075123008445,-0.8712932907092761,-0.07066899735872244,-0.820208777549815,-0.9160470313011578,0.1502136752136752,0.5289319790704832,0.04298642533936652
27,40,-0.3260110119030653,-0.3361563834086937,0.18466346232980194,0.12320466560136382,6.365943672262069e-4,4.6936390013434086e-4,-0.9282204059694507,-0.48470982998403583,-0.9165840894840616,-0.8415334939573932,0.2563492063492063,0.42281250000000004,0.11396011396011395
48,120,-0.1792546735802894,-0.1792546735802894,0.7058153184198982,0.7066800835175043,0.004618983798693623,0.003911568946283733,-0.7626565561705532,-0.5477273478111897,-0.8195845862068704,-0.8272868400696376,0.49364524364524354,0.2573958333333333,0.10638297872340426
60,121,-0.2083962830064653,-0.20195107215220512,0.5430544708772531,0.5662482889938798,0.002667544949264338,0.0020653541613701466,-0.8737967758172623,-0.4851592936781137,-0.8350718299258326,-0.8630968993252363,0.3826065076065076,0.3820435762584523,0.06836158192090395
49,86,-0.2008728060263448,-0.20289798198223394,0.1365696789565672,0.13660873603676274,3.3630765615741734e-4,3.489640980528151e-4,-0.799727786181127,-0.8323080043318901,-0.8985611393218613,-0.8542483277410966,0.5326723085343775,0.2918469442942131,0.07312925170068027
21,36,-0.3838798617512712,-0.3838798617512712,0.18279942705801097,0.1827862744430107,4.3891734734495975e-4,5.292389281816933e-4,-0.8783766326230864,-0.5988355323623209,-0.8940184224378004,-0.8279871383591054,0.2799319727891156,0.2492283950617283,0.17142857142857143
52,83,-0.192661009111603,-0.192661009111603,0.38518188154544636,0.38519179417570004,0.00130974315571383,0.0014162927421206928,-0.8537138177912343,-0.32327212972955355,-0.9271142419035904,-0.846632076180228,0.3935314685314685,0.3594861373203659,0.06259426847662142
27,40,-0.3291592210359273,-0.3291592210359273,0.1279537366868787,0.12806227791709518,5.337296180387594e-4,5.199415072196283e-4,-0.8802495864246944,-0.5413678323309183,-0.8978423227346901,-0.8915895078607606,0.3976190476190476,0.3546875,0.11396011396011395
