node_name,change_efficiency,degree,sum_edge_weights,eigen_centrality,betweenness,bonacich,sex_binary,perc_related
ID0001,0.00114865487966653,9,0.767494194446527,0.0275261348506672,13,0.0245766887580838,1,0.1111111111111111
ID0014,-0.00155991124203381,51,7.66638935005682,0.85635738008821,112,0.0217828281515203,0,0.13725490196078433
ID0069,-0.00103295536489517,55,5.22992997856921,0.385128350989598,21,-0.0153311836735777,1,0.3090909090909091
ID0091,0.00157481303278567,8,0.735309061589896,0.0182991748122034,6,0.0190063419129908,0,0
ID0102,-3.33074078180284e-4,41,3.89091000972465,0.266542053135144,36,0.0243506198267762,0,0.2926829268292683
ID0002,0.0012804499411137,11,0.788049802600887,0.0247376743891304,9,5.08700290681854e-4,1,0.45454545454545453
ID0039,-9.87842711087872e-4,44,4.78150845299385,0.350814021431551,111,0.029260517093337,0,0.3181818181818182
ID0042,-0.00160264418628742,56,5.91788858955283,0.362968013280882,157,0.0211948377283882,1,0.23214285714285715
ID0074,4.63419590818304e-4,23,2.118429266722,0.0722293302407748,23,0.0167532655669643,1,0.391304347826087
ID0004,-0.00136703278851419,49,7.9010212618472,0.89519872043628,55,0.0266758484514048,0,0.22448979591836735
ID0011,-8.99083729662409e-4,51,5.52875737302596,0.409279222717857,10,-0.0158009072722093,0,0.4117647058823529
ID0012,9.45567007465398e-6,30,3.09159730152791,0.23005738173301,40,0.0327428781187247,0,0.2
ID0015,-6.63737415447896e-4,48,3.99167314288938,0.315894828186859,34,0.00337148935343378,0,0.3333333333333333
ID0016,-0.00133890866636494,58,7.86841168361237,0.764762122861413,6,0.030068926240665,0,0.10344827586206896
ID0025,2.57790002689495e-4,29,1.64849043314197,0.0884051238138948,26,0.00431240148096344,1,0.20689655172413793
ID0031,-0.00103849114280108,45,6.99136303899851,0.826545969484337,34,0.00628414328238383,0,0.26666666666666666
ID0035,-6.15014848072137e-4,45,4.18147186765546,0.307475591371749,39,0.0261194269411975,0,0.2
ID0054,-9.08060992843684e-4,50,6.09672362626977,0.492475229142221,31,0.0177202726485222,1,0.4
ID0057,-7.56393528119792e-4,48,5.42315983820588,0.4355759042733,27,0.00121092416047397,0,0.3541666666666667
ID0058,-0.00111404037225526,37,3.7641418118206,0.234162422982088,152,0.0158926952042412,0,0.21621621621621623
ID0067,-7.97776023562846e-4,38,6.53441676723059,0.76693472991371,20,0.00348020022318381,0,0.2894736842105263
ID0075,-0.00173517812285578,57,9.25001484602414,1,11,0.0272552989180904,0,0.22807017543859648
ID0080,-7.43236559950677e-4,45,5.52935782700926,0.358005784303093,10,0.0232733684639389,1,0.26666666666666666
ID0086,2.41882064330734e-5,33,3.18334747525297,0.205828187528656,5,0.0279438027913281,1,0.21212121212121213
ID0087,-0.0012597713234242,55,7.57380088652233,0.771835697901484,5,0.0120445871900896,0,0
ID0093,7.88468643641682e-4,21,1.83003411808927,0.1911199148803,4,0.0197025931532599,0,0.2857142857142857
ID0094,-9.54629814333807e-4,39,6.5996154088919,0.806200419924278,0,-0.00532189050856892,0,0.20512820512820512
ID0101,-5.87484763559687e-4,48,3.95686503163915,0.305480363668303,14,-0.0149912779359919,1,0.3541666666666667
ID0112,-0.00108719308729865,52,5.85354848410964,0.429088634799702,17,0.0312725551430983,0,0.2692307692307692
ID0119,-0.00105114109790777,49,4.65192406688189,0.292572236695266,52,-0.00152129512463268,1,0.30612244897959184
ID0120,-0.00133329929621917,54,8.19990220941989,0.885639824232964,24,0.0155894129270504,0,0.2777777777777778
ID0123,2.43709309719231e-4,30,2.01433676753789,0.154384605199965,0,0.0248585276913499,1,0.2
ID0009,0.00122003901802931,7,1.31503267973856,0.0469436569381834,3,0.0262735133995568,0,0.2857142857142857
ID0005,5.37433978726576e-4,19,1.51152030395671,0.104555596656649,14,0.0182965459852998,1,0.3157894736842105
ID0114,-0.00109442544465022,54,6.04997342069782,0.457895734738152,42,0.00388848387703011,0,0.2962962962962963
ID0122,-8.35935463207038e-4,38,6.76975091016721,0.785153589242097,8,-0.0128002694064259,0,0.3684210526315789
ID0129,-6.2117775915127e-4,41,4.51069635528436,0.262364364744112,29,0.0104644394967046,1,0.4146341463414634
ID0010,-9.1155800494086e-4,50,5.70910748069808,0.444064590011269,19,0.00928519643131267,1,0.26
ID0006,-4.74548224645044e-4,37,4.52905575894193,0.292608989680612,4,0.0150646752462919,1,0.2972972972972973
ID0050,-3.18128065708412e-4,42,3.89810402177852,0.268130929589198,2,-0.00927835600935252,1,0.38095238095238093
ID0060,2.96083664342417e-4,25,2.18051207411353,0.156206864455634,0,0.0205136583615148,0,0.24
ID0084,-8.93116797033189e-4,52,5.31270282926054,0.374965717363837,38,0.0342869204435301,0,0.3076923076923077
ID0092,-2.73518037411991e-4,42,3.61461057613107,0.276446563884958,19,0.0218794866527189,1,0.2857142857142857
ID0096,-2.38838641895001e-4,37,3.82579386036416,0.26427754555411,20,0.0105990564355462,1,0.32432432432432434
