node_name,change_efficiency,degree,sum_edge_weights,eigen_centrality,betweenness,bonacich,sex_binary,perc_related
ID0001,-4.46223725996675e-5,29,1.60637869918184,0.129340481183033,6,-0.195468941935154,1,0.1724137931034483
ID0006,-0.0012301980330664,56,6.31332198338326,0.629469539981767,42,-0.0655108631135348,1,0.2857142857142857
ID0011,-0.0010729573197204,53,5.95221860205201,0.573441997009423,48,0.0692208747035853,0,0.37735849056603776
ID0014,-0.00168831225867949,60,7.54231025935615,0.836215047722253,72,-0.0666890335016266,0,0.15
ID0022,-0.00113669515380438,52,6.26043358125884,0.723144993150446,36,-0.0842674786061973,0,0.34615384615384615
ID0028,-0.00134814024075969,57,6.30910576926099,0.61311338769999,20,-0.0286499603929217,0,0.21052631578947367
ID0029,-0.00132124273923151,59,6.75911254223022,0.657571896614987,20,-0.113713304725681,1,0.23728813559322035
ID0037,6.78991471243062e-4,20,0.901997079185206,0.0790998305370799,4,0.362557897508183,1,0.2
ID0043,-0.00105530097968876,52,5.26177977269932,0.563818476797244,107,0.191013156371621,0,0.3076923076923077
ID0064,-0.00143721590335916,57,7.56542154210265,0.842647256542302,156,0.0932091006703692,0,0.2631578947368421
ID0075,-0.00166529069788202,59,8.52265251647984,0.946676139461813,91,-0.0953557587126379,0,0.2033898305084746
ID0083,-0.00148474035971041,55,8.01760185173062,0.951719282006288,16,0.021747902805181,0,0.2545454545454545
ID0087,-0.00178440454336476,61,8.75147556731621,1,54,-0.0564854873558434,0,0
ID0091,0.0016337361061281,7,0.693998513563731,0.0157530318695181,1,0.106374064589447,0,0
ID0102,-0.00102991238672689,55,5.32421226777328,0.500761505885194,29,0.147552852096882,0,0.2727272727272727
ID0118,-4.7411342799919e-4,43,2.38347976338075,0.177209238839362,34,-0.0972773291073217,1,0.23255813953488372
ID0120,-0.0011603001874293,52,6.93214275374143,0.82071287558916,8,-0.313954300532575,0,0.2692307692307692
ID0121,-1.82114862059379e-4,30,2.60071964240283,0.111189455029936,18,-0.0243431788282032,1,0.3
ID0126,-0.00135748608718472,58,7.13767584169297,0.748184916133067,4,0.00848972726749197,1,0.2413793103448276
ID0002,1.48103464232607e-4,31,1.6132885493313,0.135805899214103,16,0.141763993142709,1,0.22580645161290322
ID0010,-0.00134004440192048,58,6.7651065624883,0.711734954909614,71,0.111813102107371,1,0.25862068965517243
