"ID1","ID2","T2008","T2010","T2012","T2014","T2016","T2018","relatedness_coef"
"ID0045","ID0002",NA,NA,NA,NA,0,0,0.0059
"ID0002","ID0046",0,0,NA,NA,NA,NA,NA
"ID0002","ID0047",0,NA,NA,NA,NA,NA,NA
"ID0048","ID0002",0,0,0,0,0,0,0
"ID0049","ID0002",0.16,0.0588235294117647,0,0,0,0,0
"ID0002","ID0050",0,0,0,0,0,0,0.0121
"ID0051","ID0002",0,0.0714285714285714,0,NA,NA,NA,NA
"ID0052","ID0002",0,0,0,0,0,0,0
"ID0002","ID0053",0,0,0,NA,NA,NA,NA
"ID0054","ID0002",0.0769230769230769,0.0571428571428571,0.0392156862745098,0,0,0.05,0.3468
"ID0002","ID0055",0.0588235294117647,0,0.0317460317460317,0.0408163265306122,0,0,0
"ID0056","ID0002",0,0,NA,NA,NA,NA,NA
"ID0002","ID0057",0,0,0,0.0263157894736842,0,0,0
"ID0002","ID0058",NA,NA,0,0,0,0,0.024
"ID0059","ID0002",NA,NA,NA,NA,NA,0,0.1758
"ID0060","ID0002",0,0,0.0416666666666667,0,0,0,0
"ID0002","ID0061",NA,NA,NA,0,0,0,0.0227
"ID0002","ID0062",0,0,NA,NA,NA,NA,NA
"ID0002","ID0063",0.111111111111111,NA,NA,NA,NA,NA,NA
"ID0064","ID0002",0,0.0571428571428571,0.0454545454545455,0.0714285714285714,0,0,0.0119
"ID0002","ID0065",0,0,0.0476190476190476,0,0,0,0.0984
"ID0002","ID0066",0,0,0.0465116279069767,0,0,0,0
"ID0067","ID0002",0,0.0689655172413793,0,0,0,0,0
"ID0002","ID0068",0,0,0,0,NA,NA,0.046
"ID0002","ID0069",NA,NA,0.113207547169811,0,0,0,0.0087
"ID0002","ID0070",0,0,0.0444444444444444,NA,NA,NA,NA
"ID0071","ID0002",0,0,0,NA,NA,NA,NA
"ID0002","ID0072",0,0,0,0,0,0,0
"ID0073","ID0002",NA,0,0,0,0,0,0.0642
"ID0074","ID0002",NA,0,0,0.0625,0.0588235294117647,0.0740740740740741,0
"ID0002","ID0075",0,0.0555555555555556,0.0363636363636364,0.0769230769230769,0,0,0.2384
"ID0076","ID0002",0,0,0,0,0,0,0
"ID0077","ID0002",0.0444444444444444,0,0,0,NA,NA,0
"ID0002","ID0078",0,0,0.0512820512820513,0,0,0,0.0174
"ID0079","ID0002",NA,NA,NA,NA,NA,0,0.0304
"ID0002","ID0080",0,0,0,0,0,0,0.0795
"ID0002","ID0081",NA,0,0,0,NA,NA,NA
"ID0002","ID0082",0,NA,NA,NA,NA,NA,NA
"ID0002","ID0083",0,0.0555555555555556,0.0350877192982456,0.0363636363636364,0,0,0.1164
"ID0002","ID0084",NA,NA,NA,0,0,0,0.0403
"ID0085","ID0002",0,0.0666666666666667,0,0,NA,NA,NA
"ID0002","ID0086",0,0,0,0,0,0,0
"ID0002","ID0087",0,0.0526315789473684,0.0350877192982456,0.0350877192982456,0,NA,NA
"ID0002","ID0088",0.0909090909090909,0.0740740740740741,0,0,0.0769230769230769,0,0.0134
"ID0002","ID0089",NA,NA,NA,NA,0,0,0.0189
"ID0002","ID0090",0,0,0,0,NA,NA,0.1301
"ID0091","ID0002",NA,NA,0,0,0,0,0
"ID0002","ID0092",0,0,0,0,0,0,0.0308
"ID0093","ID0002",0,0,0,0.0714285714285714,0,NA,0
"ID0002","ID0094",0,0,0.0416666666666667,0.0784313725490196,0,0,0
"ID0002","ID0095",NA,NA,NA,NA,0,0,NA
"ID0002","ID0096",NA,NA,NA,0,0,0,0.0277
"ID0097","ID0002",0,0,0,NA,NA,NA,NA
"ID0002","ID0098",NA,NA,NA,NA,NA,0,0
"ID0002","ID0099",NA,NA,NA,NA,0,0,0
"ID0002","ID0100",NA,NA,NA,NA,NA,0,0.0293
"ID0002","ID0101",0,0,0,0,0,0,0
"ID0102","ID0002",NA,0,0,0.0285714285714286,0,0,0
"ID0002","ID0103",0.0512820512820513,0,0.1,0,0.0555555555555556,0,0.2751
"ID0002","ID0104",0,0,NA,NA,NA,NA,NA
"ID0002","ID0105",0,0,NA,NA,NA,NA,NA
"ID0002","ID0106",0,NA,NA,NA,NA,NA,NA
"ID0002","ID0107",0,0,0,0.0327868852459016,0,0,0.011
"ID0108","ID0002",0,0,0,0,0,0,0.0333
"ID0109","ID0002",NA,NA,NA,0,0,0,0
"ID0110","ID0002",0,0,NA,NA,NA,NA,NA
"ID0111","ID0002",NA,NA,NA,NA,NA,0,0
"ID0112","ID0002",0,0,0.0454545454545455,0,0,0,0
"ID0113","ID0002",0,0,NA,NA,NA,NA,NA
"ID0114","ID0002",0,0,0,0,0,0,0.0662
"ID0002","ID0115",0,0,0,0,0,0,0.003
"ID0116","ID0002",NA,NA,NA,NA,NA,0,NA
"ID0002","ID0117",NA,NA,NA,0,0,0,0
"ID0002","ID0118",0,0,0,0,0,0,0
"ID0002","ID0119",NA,NA,0,0.0645161290322581,0,0,0.1027
"ID0120","ID0002",0,0,0,0.0289855072463768,0,0,0.0077
"ID0002","ID0121",0,0.0952380952380952,0,0,0,0,0.0197
"ID0122","ID0002",0,0.0689655172413793,0,0,0,0,0.0372
"ID0002","ID0123",0,0.0952380952380952,0,0,0,0,0
"ID0124","ID0002",NA,NA,NA,NA,NA,0,0
"ID0125","ID0002",NA,NA,NA,NA,NA,0,0.0633
"ID0002","ID0126",0.0625,0,0.0625,0.032258064516129,0.0526315789473684,0.0476190476190476,0
"ID0002","ID0127",NA,NA,NA,NA,NA,0,0
"ID0002","ID0128",0,NA,NA,NA,NA,NA,NA
"ID0129","ID0002",0.0740740740740741,0,0.122448979591837,0,0,0,0.0246
"ID0002","ID0130",0.0714285714285714,0,0,0,0,NA,0.0989
"ID0131","ID0002",NA,NA,NA,NA,NA,0,0
"ID0004","ID0003",0.642857142857143,0.571428571428571,0.121212121212121,NA,NA,NA,NA
"ID0003","ID0005",0.0869565217391304,0.25,0,NA,NA,NA,NA
"ID0007","ID0003",0,0,NA,NA,NA,NA,NA
"ID0003","ID0008",0.181818181818182,0.148148148148148,NA,NA,NA,NA,NA
"ID0010","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0011",0,0,0,NA,NA,NA,NA
"ID0012","ID0003",NA,NA,0,NA,NA,NA,NA
"ID0013","ID0003",0,0,0.08,NA,NA,NA,NA
"ID0003","ID0014",0.181818181818182,0.25,0.0571428571428571,NA,NA,NA,NA
"ID0015","ID0003",NA,NA,0,NA,NA,NA,NA
"ID0003","ID0016",0,0.08,0,NA,NA,NA,NA
"ID0017","ID0003",0,0,0,NA,NA,NA,NA
"ID0018","ID0003",0.111111111111111,0.0769230769230769,NA,NA,NA,NA,NA
"ID0019","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0020",0,0,0,NA,NA,NA,NA
"ID0022","ID0003",0.19047619047619,0.205128205128205,0,NA,NA,NA,NA
"ID0003","ID0023",0.0689655172413793,0.0526315789473684,0,NA,NA,NA,NA
"ID0003","ID0024",0.19047619047619,0.0588235294117647,0,NA,NA,NA,NA
"ID0003","ID0025",0,0.0392156862745098,0,NA,NA,NA,NA
"ID0026","ID0003",0,0,0,NA,NA,NA,NA
"ID0027","ID0003",0,NA,NA,NA,NA,NA,NA
"ID0003","ID0028",NA,0,0,NA,NA,NA,NA
"ID0029","ID0003",0.0476190476190476,0.0392156862745098,0,NA,NA,NA,NA
"ID0003","ID0030",0,0,0,NA,NA,NA,NA
"ID0031","ID0003",0.642857142857143,0.5,0.125,NA,NA,NA,NA
"ID0033","ID0003",NA,0,0,NA,NA,NA,NA
"ID0034","ID0003",NA,NA,0,NA,NA,NA,NA
"ID0035","ID0003",NA,NA,0,NA,NA,NA,NA
"ID0003","ID0036",0.111111111111111,0.129032258064516,0,NA,NA,NA,NA
"ID0003","ID0037",NA,0,0,NA,NA,NA,NA
"ID0038","ID0003",0,0.0645161290322581,0,NA,NA,NA,NA
"ID0039","ID0003",0.0689655172413793,0,0,NA,NA,NA,NA
"ID0040","ID0003",0,0.0689655172413793,0,NA,NA,NA,NA
"ID0003","ID0041",0,NA,NA,NA,NA,NA,NA
"ID0003","ID0042",0.0769230769230769,0,0,NA,NA,NA,NA
"ID0043","ID0003",0.173913043478261,0.114285714285714,0.0625,NA,NA,NA,NA
"ID0003","ID0044",0,0,0,NA,NA,NA,NA
"ID0003","ID0046",0,0,NA,NA,NA,NA,NA
"ID0047","ID0003",0,NA,NA,NA,NA,NA,NA
"ID0048","ID0003",0.111111111111111,0.0833333333333333,0,NA,NA,NA,NA
"ID0049","ID0003",0,0.05,0,NA,NA,NA,NA
"ID0050","ID0003",0,0.0333333333333333,0,NA,NA,NA,NA
"ID0051","ID0003",0.222222222222222,0.235294117647059,0,NA,NA,NA,NA
"ID0052","ID0003",0,0.0754716981132075,0,NA,NA,NA,NA
"ID0053","ID0003",0,0.0714285714285714,0.133333333333333,NA,NA,NA,NA
"ID0054","ID0003",0.0769230769230769,0.0487804878048781,0,NA,NA,NA,NA
"ID0003","ID0055",0,0.0487804878048781,0,NA,NA,NA,NA
"ID0056","ID0003",0,0,NA,NA,NA,NA,NA
"ID0057","ID0003",0,0,0,NA,NA,NA,NA
"ID0058","ID0003",NA,NA,0,NA,NA,NA,NA
"ID0060","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0062",0.181818181818182,0.0833333333333333,NA,NA,NA,NA,NA
"ID0003","ID0063",0,NA,NA,NA,NA,NA,NA
"ID0003","ID0064",0.0909090909090909,0.292682926829268,0,NA,NA,NA,NA
"ID0003","ID0065",0,0.117647058823529,0,NA,NA,NA,NA
"ID0066","ID0003",0.0588235294117647,0,0,NA,NA,NA,NA
"ID0003","ID0067",0.315789473684211,0.342857142857143,0.24,NA,NA,NA,NA
"ID0003","ID0068",0,0,0,NA,NA,NA,NA
"ID0069","ID0003",NA,NA,0,NA,NA,NA,NA
"ID0003","ID0070",0.173913043478261,0.117647058823529,0,NA,NA,NA,NA
"ID0003","ID0071",0,0.193548387096774,0,NA,NA,NA,NA
"ID0072","ID0003",0.1,0.166666666666667,0,NA,NA,NA,NA
"ID0003","ID0073",NA,0,0,NA,NA,NA,NA
"ID0074","ID0003",NA,0,0,NA,NA,NA,NA
"ID0075","ID0003",0.16,0.285714285714286,0.0512820512820513,NA,NA,NA,NA
"ID0076","ID0003",0,0,0,NA,NA,NA,NA
"ID0077","ID0003",0.0444444444444444,0,0,NA,NA,NA,NA
"ID0078","ID0003",0,0.0625,0,NA,NA,NA,NA
"ID0080","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0081",NA,0,0,NA,NA,NA,NA
"ID0003","ID0082",0,NA,NA,NA,NA,NA,NA
"ID0003","ID0083",0.173913043478261,0.238095238095238,0.0975609756097561,NA,NA,NA,NA
"ID0003","ID0085",0.315789473684211,0.333333333333333,0.428571428571429,NA,NA,NA,NA
"ID0003","ID0086",0,0,0,NA,NA,NA,NA
"ID0087","ID0003",0.173913043478261,0.272727272727273,0.0975609756097561,NA,NA,NA,NA
"ID0088","ID0003",0,0.121212121212121,0,NA,NA,NA,NA
"ID0003","ID0090",0,0.105263157894737,0,NA,NA,NA,NA
"ID0003","ID0091",NA,NA,0,NA,NA,NA,NA
"ID0003","ID0092",0.05,0.0434782608695652,0,NA,NA,NA,NA
"ID0003","ID0093",0,0,0,NA,NA,NA,NA
"ID0003","ID0094",0.64,0.558139534883721,0.125,NA,NA,NA,NA
"ID0097","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0101",0,0.0377358490566038,0,NA,NA,NA,NA
"ID0003","ID0102",NA,0,0,NA,NA,NA,NA
"ID0103","ID0003",0,0.0888888888888889,0,NA,NA,NA,NA
"ID0003","ID0104",0.0769230769230769,0,NA,NA,NA,NA,NA
"ID0105","ID0003",0,0,NA,NA,NA,NA,NA
"ID0106","ID0003",0,NA,NA,NA,NA,NA,NA
"ID0003","ID0107",0,0.0740740740740741,0,NA,NA,NA,NA
"ID0003","ID0108",0,0,0,NA,NA,NA,NA
"ID0110","ID0003",0.08,0,NA,NA,NA,NA,NA
"ID0112","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0113",0.117647058823529,0,NA,NA,NA,NA,NA
"ID0003","ID0114",0.0465116279069767,0,0,NA,NA,NA,NA
"ID0003","ID0115",0,0,0,NA,NA,NA,NA
"ID0003","ID0118",0.125,0,0,NA,NA,NA,NA
"ID0003","ID0119",NA,NA,0,NA,NA,NA,NA
"ID0120","ID0003",0,0.0769230769230769,0,NA,NA,NA,NA
"ID0003","ID0121",0.111111111111111,0.148148148148148,0,NA,NA,NA,NA
"ID0122","ID0003",0.315789473684211,0.228571428571429,0.214285714285714,NA,NA,NA,NA
"ID0123","ID0003",0,0,0,NA,NA,NA,NA
"ID0003","ID0126",0.0625,0.171428571428571,0,NA,NA,NA,NA
"ID0128","ID0003",0,NA,NA,NA,NA,NA,NA
"ID0129","ID0003",0.0740740740740741,0.0540540540540541,0,NA,NA,NA,NA
"ID0003","ID0130",0,0,0,NA,NA,NA,NA
"ID0005","ID0004",0.0740740740740741,0.181818181818182,0.12,0,0,0,0.0205
"ID0004","ID0006",NA,NA,NA,0.0588235294117647,0,0.0465116279069767,0
"ID0007","ID0004",0,0,NA,NA,NA,NA,NA
"ID0004","ID0008",0.153846153846154,0.129032258064516,NA,NA,NA,NA,NA
"ID0009","ID0004",NA,NA,NA,0,0,0,0
"ID0004","ID0010",0,0,0,0.0792079207920792,0.208333333333333,0.0606060606060606,0.017
"ID0011","ID0004",0,0,0,0,0.0888888888888889,0,0.0535
"ID0012","ID0004",NA,NA,0.0526315789473684,0,0.0689655172413793,0,0
"ID0004","ID0013",0,0,0.208333333333333,0.0350877192982456,0,0,5e-04
"ID0014","ID0004",0.153846153846154,0.227272727272727,0.137931034482759,0.144578313253012,0.30188679245283,0.121212121212121,0
"ID0015","ID0004",NA,NA,0,0,0.1,0,0.0233
"ID0016","ID0004",0,0.0740740740740741,0,0.117647058823529,0.2,0.0540540540540541,0
"ID0004","ID0017",0,0,0,0.0476190476190476,0,0,0
"ID0018","ID0004",0.0909090909090909,0.0666666666666667,NA,NA,NA,NA,NA
"ID0019","ID0004",0,0,0.0512820512820513,0.08,0,0,0
"ID0004","ID0020",0,0,0,0,0.1875,0,0.0359
"ID0021","ID0004",NA,NA,NA,0,0,0.0645161290322581,0
"ID0004","ID0022",0.16,0.186046511627907,0.111111111111111,0.0923076923076923,0.177777777777778,0.0625,0.0631
"ID0023","ID0004",0.0606060606060606,0.142857142857143,0,0.0377358490566038,0,0,0
"ID0004","ID0024",0.16,0.157894736842105,0.109090909090909,0.0333333333333333,0.208333333333333,0,0.0119
"ID0025","ID0004",0,0.0363636363636364,0,0.0357142857142857,0.0434782608695652,0,0
"ID0004","ID0026",0,0,0,0,0.0625,NA,0
"ID0004","ID0027",0,NA,NA,NA,NA,NA,NA
"ID0004","ID0028",NA,0,0,0,NA,NA,0.0397
"ID0004","ID0029",0.0434782608695652,0.0363636363636364,0.051948051948052,0.0404040404040404,0.0666666666666667,0,0.013
"ID0030","ID0004",0,0,0,0,NA,NA,0
"ID0031","ID0004",0.8125,0.75,0.763636363636364,0.695652173913043,0.80952380952381,0.0869565217391304,0
"ID0032","ID0004",NA,NA,NA,NA,0,0,NA
"ID0004","ID0033",NA,0,0,0.018348623853211,0.0754716981132075,0,0
"ID0004","ID0034",NA,NA,0,0,0,0,0.0125
"ID0035","ID0004",NA,NA,0,0,0.0487804878048781,0,0
"ID0004","ID0036",0.0909090909090909,0.114285714285714,0,0.04,0,0,0
"ID0004","ID0037",NA,0,0,0,0,0,0
"ID0038","ID0004",0,0.0571428571428571,0,0.0909090909090909,NA,NA,0
"ID0039","ID0004",0.0606060606060606,0,0,0.0384615384615385,0.111111111111111,0,0
"ID0004","ID0040",0,0.0606060606060606,0.0851063829787234,0,NA,NA,0.0764
"ID0041","ID0004",0,NA,NA,NA,NA,NA,NA
"ID0042","ID0004",0.0666666666666667,0,0.0588235294117647,0.0470588235294118,0.0416666666666667,0.0833333333333333,0
"ID0004","ID0043",0.148148148148148,0.102564102564103,0.0727272727272727,0.09375,0.277777777777778,NA,0
"ID0004","ID0044",0,0,0,0.018348623853211,0.04,0,0.0067
"ID0045","ID0004",NA,NA,NA,NA,0,0,0.0186
"ID0004","ID0046",0,0,NA,NA,NA,NA,NA
"ID0047","ID0004",0,NA,NA,NA,NA,NA,NA
"ID0004","ID0048",0,0,0,0,0,0,0.026
"ID0004","ID0049",0,0.0454545454545455,0,0,0,0,0
"ID0050","ID0004",0,0,0,0.0175438596491228,0,0,8e-04
"ID0051","ID0004",0.181818181818182,0.210526315789474,0,NA,NA,NA,NA
"ID0004","ID0052",0,0.0701754385964912,0,0,0,0,0
"ID0004","ID0053",0,0.0625,0.0526315789473684,NA,NA,NA,NA
"ID0054","ID0004",0.0666666666666667,0,0.0344827586206897,0.105263157894737,0.0930232558139535,0.05,0.0299
"ID0004","ID0055",0,0.0888888888888889,0.0571428571428571,0.0298507462686567,0.177777777777778,0,0.0325
"ID0056","ID0004",0,0,NA,NA,NA,NA,NA
"ID0057","ID0004",0,0,0,0,0.0487804878048781,0,0.0277
"ID0058","ID0004",NA,NA,0,0,0.0666666666666667,0,0
"ID0059","ID0004",NA,NA,NA,NA,NA,0,0
"ID0060","ID0004",0,0,0.0363636363636364,0,0,0,0
"ID0061","ID0004",NA,NA,NA,0,0,0,0
